sk_cliente;id_cliente;nome_cliente;data_nascimento;perfil_risco;segmento;uf;cidade;renda_estimada;patrimonio_estimado;data_inicio_relacionamento;canal_origem;status_cliente;faixa_etaria
1392;CLI_0001392;Cliente_1392;2020-05-14;agressivo;varejo;PR;Cidade_91;243583.77667775776;470294.31457440334;2023-04-02;app;ativo;18-25
1393;CLI_0001393;Cliente_1393;2020-11-05;agressivo;institucional;RS;Cidade_92;33882.63049255754;245483.63449585962;2024-10-13;presencial;ativo;18-25
1394;CLI_0001394;Cliente_1394;2022-08-07;agressivo;varejo;MG;Cidade_93;32301.397549346657;7574.875445683776;2023-12-01;telefone;inativo;18-25
1395;CLI_0001395;Cliente_1395;2021-09-07;agressivo;varejo;RS;Cidade_94;48499.63364704761;313316.77843078977;2020-01-07;telefone;inativo;18-25
1396;CLI_0001396;Cliente_1396;2024-02-22;arrojado;varejo;RS;Cidade_95;396.7970318781427;136491.72683665986;2024-05-30;app;ativo;18-25
1397;CLI_0001397;Cliente_1397;2022-02-25;agressivo;varejo;BA;Cidade_96;42098.41465549955;581767.4506445075;2023-07-12;app;ativo;18-25
1398;CLI_0001398;Cliente_1398;2021-03-30;moderado;private;BA;Cidade_97;49642.91955835705;78203.44580794364;2020-08-10;web;inativo;18-25
1399;CLI_0001399;Cliente_1399;2023-01-31;conservador;institucional;RJ;Cidade_98;17616.61705675121;178912.53068221363;2021-07-27;telefone;ativo;18-25
1400;CLI_0001400;Cliente_1400;2023-07-14;agressivo;institucional;SP;Cidade_99;64887.15031610493;625378.7040382598;2020-08-02;presencial;ativo;18-25
1401;CLI_0001401;Cliente_1401;2020-11-01;moderado;varejo;SC;Cidade_0;23695.106223075705;63260.136700569936;2023-08-25;app;ativo;18-25
1402;CLI_0001402;Cliente_1402;2020-11-02;agressivo;institucional;SC;Cidade_1;63252.20218668706;127714.20301095853;2020-01-07;web;ativo;18-25
1403;CLI_0001403;Cliente_1403;2020-03-07;moderado;varejo;SP;Cidade_2;7764.034645644429;279265.2905646795;2022-04-28;web;ativo;18-25
1404;CLI_0001404;Cliente_1404;2023-09-06;arrojado;institucional;RS;Cidade_3;122495.0187309945;234946.68447865048;2024-12-30;presencial;ativo;18-25
1405;CLI_0001405;Cliente_1405;2023-04-27;conservador;private;RJ;Cidade_4;105787.59215067228;364901.90913670906;2024-04-03;app;ativo;18-25
1406;CLI_0001406;Cliente_1406;2022-05-16;conservador;private;RJ;Cidade_5;8162.811596495941;146709.13604856117;2022-12-08;presencial;ativo;18-25
1407;CLI_0001407;Cliente_1407;2024-03-21;arrojado;institucional;PR;Cidade_6;139398.469702186;76815.45108403574;2023-06-21;app;inativo;18-25
1408;CLI_0001408;Cliente_1408;2024-01-11;moderado;varejo;SC;Cidade_7;40797.41999959177;153179.9693363354;2023-01-07;web;ativo;18-25
1409;CLI_0001409;Cliente_1409;2022-12-04;agressivo;varejo;BA;Cidade_8;60474.345348430106;86144.28563967234;2024-01-20;app;ativo;18-25
1410;CLI_0001410;Cliente_1410;2024-05-04;moderado;varejo;RJ;Cidade_9;91720.96769938359;38821.476381350185;2024-06-05;web;inativo;18-25
1411;CLI_0001411;Cliente_1411;2021-01-10;conservador;varejo;MG;Cidade_10;4363.476719833128;161922.58302865695;2023-10-31;telefone;ativo;18-25
1412;CLI_0001412;Cliente_1412;2020-07-23;arrojado;private;PR;Cidade_11;9273.386488464048;9918.01309622549;2020-11-28;web;ativo;18-25
1413;CLI_0001413;Cliente_1413;2021-05-07;arrojado;varejo;SC;Cidade_12;17152.052711065808;7452.189971583209;2021-11-11;presencial;ativo;18-25
1414;CLI_0001414;Cliente_1414;2020-04-14;moderado;varejo;RS;Cidade_13;32428.24345821988;13350.549225750183;2023-12-03;web;ativo;18-25
1415;CLI_0001415;Cliente_1415;2022-08-27;moderado;varejo;MG;Cidade_14;21236.563698129565;223321.34812030816;2024-02-12;app;ativo;18-25
1416;CLI_0001416;Cliente_1416;2024-09-06;arrojado;varejo;SP;Cidade_15;35245.44161438544;104507.74115267726;2023-02-22;presencial;ativo;18-25
1417;CLI_0001417;Cliente_1417;2020-03-12;conservador;private;SC;Cidade_16;10284.649308207954;136289.25374344306;2023-07-28;presencial;ativo;18-25
1418;CLI_0001418;Cliente_1418;2020-08-10;agressivo;institucional;BA;Cidade_17;57309.43652430338;84135.70838029333;2020-11-14;telefone;ativo;18-25
1419;CLI_0001419;Cliente_1419;2022-04-05;agressivo;institucional;MG;Cidade_18;2867.415303143724;58508.432596714956;2021-11-11;telefone;ativo;18-25
1420;CLI_0001420;Cliente_1420;2024-09-01;moderado;varejo;RS;Cidade_19;22427.726236904622;88728.48383012682;2022-09-03;telefone;inativo;18-25
1421;CLI_0001421;Cliente_1421;2021-07-31;arrojado;varejo;DF;Cidade_20;9863.633162491979;42980.06642288644;2024-12-01;presencial;ativo;18-25
1422;CLI_0001422;Cliente_1422;2022-07-15;arrojado;institucional;MG;Cidade_21;65454.310464921014;227112.0519825851;2023-12-30;presencial;ativo;18-25
1423;CLI_0001423;Cliente_1423;2020-03-16;arrojado;private;MG;Cidade_22;107559.05430390005;21458.14090587482;2020-12-17;app;ativo;18-25
1424;CLI_0001424;Cliente_1424;2020-09-27;conservador;private;RJ;Cidade_23;4103.157033906986;145506.6176594572;2021-10-05;presencial;ativo;18-25
1425;CLI_0001425;Cliente_1425;2024-12-06;moderado;private;BA;Cidade_24;76864.66700772471;129568.61487809342;2021-01-31;telefone;ativo;18-25
1426;CLI_0001426;Cliente_1426;2024-10-28;moderado;private;SP;Cidade_25;113034.88429797486;71885.3504084286;2020-10-05;web;ativo;18-25
1427;CLI_0001427;Cliente_1427;2020-01-10;moderado;private;DF;Cidade_26;182425.69408590655;21581.504516409757;2020-08-07;app;ativo;18-25
1428;CLI_0001428;Cliente_1428;2024-10-04;conservador;private;RS;Cidade_27;43302.016355078515;243045.6556866895;2024-10-29;app;ativo;18-25
1429;CLI_0001429;Cliente_1429;2023-03-13;moderado;private;PR;Cidade_28;19829.62080630422;168580.34293555075;2024-07-13;web;ativo;18-25
1430;CLI_0001430;Cliente_1430;2024-05-03;agressivo;private;PR;Cidade_29;19428.452677551995;331595.7902778358;2022-06-01;app;inativo;18-25
1431;CLI_0001431;Cliente_1431;2022-04-10;moderado;private;RS;Cidade_30;23818.800835946724;53712.852418277005;2022-09-28;telefone;ativo;18-25
1432;CLI_0001432;Cliente_1432;2022-07-30;moderado;varejo;SP;Cidade_31;47423.57712228978;313624.7587102633;2024-03-11;telefone;ativo;18-25
1433;CLI_0001433;Cliente_1433;2022-06-11;moderado;private;RS;Cidade_32;33689.78295955546;69046.90544260452;2023-03-30;app;ativo;18-25
1434;CLI_0001434;Cliente_1434;2023-05-02;conservador;varejo;RJ;Cidade_33;53013.11114497729;23889.799000721003;2023-08-30;app;ativo;18-25
1435;CLI_0001435;Cliente_1435;2020-09-12;agressivo;institucional;DF;Cidade_34;2005.3767367041926;28985.800112711746;2023-12-15;app;inativo;18-25
1436;CLI_0001436;Cliente_1436;2020-02-24;agressivo;varejo;PR;Cidade_35;5595.8509302159;49963.86140263245;2022-06-01;presencial;ativo;18-25
1437;CLI_0001437;Cliente_1437;2021-07-16;arrojado;institucional;SC;Cidade_36;187621.8549338367;229410.707295065;2024-11-14;presencial;inativo;18-25
1438;CLI_0001438;Cliente_1438;2023-07-10;arrojado;varejo;PR;Cidade_37;268927.61165172915;55932.65781975614;2023-02-21;presencial;ativo;18-25
1439;CLI_0001439;Cliente_1439;2021-01-03;agressivo;institucional;SC;Cidade_38;68650.90749369009;185203.04972901352;2023-03-02;web;ativo;18-25
1440;CLI_0001440;Cliente_1440;2023-05-14;moderado;varejo;MG;Cidade_39;14812.409533994336;59283.43041010713;2020-09-14;web;ativo;18-25
1441;CLI_0001441;Cliente_1441;2024-11-06;moderado;varejo;RJ;Cidade_40;153288.1424497786;90896.4511844275;2024-12-08;telefone;ativo;18-25
1442;CLI_0001442;Cliente_1442;2020-06-20;moderado;institucional;PR;Cidade_41;12021.021653860504;440948.8228317995;2020-05-09;app;inativo;18-25
1443;CLI_0001443;Cliente_1443;2023-05-13;conservador;private;RJ;Cidade_42;65732.43076737135;138774.30431633632;2024-12-04;app;ativo;18-25
1444;CLI_0001444;Cliente_1444;2022-03-21;moderado;private;DF;Cidade_43;6122.977709844645;183384.09635578567;2024-07-20;app;ativo;18-25
1445;CLI_0001445;Cliente_1445;2024-05-04;conservador;private;RJ;Cidade_44;52334.850432462976;41965.72528611605;2024-04-12;telefone;ativo;18-25
1446;CLI_0001446;Cliente_1446;2020-11-19;agressivo;private;SP;Cidade_45;71254.87876997412;28198.936435015643;2023-05-14;presencial;inativo;18-25
1447;CLI_0001447;Cliente_1447;2023-06-18;moderado;private;PR;Cidade_46;98177.28791953919;106607.51797420051;2023-01-16;web;ativo;18-25
1448;CLI_0001448;Cliente_1448;2024-03-10;moderado;varejo;SC;Cidade_47;66270.52670392128;386736.73833277833;2024-12-24;web;inativo;18-25
1449;CLI_0001449;Cliente_1449;2024-09-20;arrojado;private;BA;Cidade_48;128513.65616042948;55130.585636488504;2024-11-13;telefone;ativo;18-25
1450;CLI_0001450;Cliente_1450;2023-06-01;agressivo;varejo;DF;Cidade_49;36794.724062654546;194409.56071286032;2024-01-22;app;ativo;18-25
1451;CLI_0001451;Cliente_1451;2022-06-26;moderado;institucional;SC;Cidade_50;56571.539663586744;411295.3995872192;2020-06-07;app;ativo;18-25
1452;CLI_0001452;Cliente_1452;2023-02-02;conservador;private;DF;Cidade_51;23066.078191369186;544867.6993341029;2021-11-10;web;ativo;18-25
1453;CLI_0001453;Cliente_1453;2024-05-05;agressivo;private;DF;Cidade_52;522.1898184728461;1016327.4836746132;2024-04-30;presencial;inativo;18-25
1454;CLI_0001454;Cliente_1454;2022-11-07;arrojado;private;SP;Cidade_53;70671.55377556446;287902.87894832576;2023-07-06;web;ativo;18-25
1455;CLI_0001455;Cliente_1455;2020-02-25;agressivo;private;SP;Cidade_54;101957.47315955715;15594.495934109487;2020-08-10;presencial;ativo;18-25
1456;CLI_0001456;Cliente_1456;2024-08-26;conservador;varejo;DF;Cidade_55;9553.453872460665;410306.12928321346;2021-09-27;presencial;ativo;18-25
1457;CLI_0001457;Cliente_1457;2023-06-13;arrojado;varejo;RJ;Cidade_56;1452.9450714014736;433675.31753868534;2020-02-05;presencial;ativo;18-25
1458;CLI_0001458;Cliente_1458;2023-05-20;conservador;varejo;BA;Cidade_57;8986.356990392593;162964.83521014886;2024-06-18;presencial;ativo;18-25
1459;CLI_0001459;Cliente_1459;2021-01-28;agressivo;institucional;SP;Cidade_58;112827.69525045686;13962.56884720984;2023-09-26;app;ativo;18-25
1460;CLI_0001460;Cliente_1460;2023-04-18;arrojado;varejo;BA;Cidade_59;17514.084745402;129506.81587466801;2022-03-06;web;ativo;18-25
1461;CLI_0001461;Cliente_1461;2021-12-20;conservador;private;PR;Cidade_60;13309.345539439362;47321.76954467947;2023-10-20;web;ativo;18-25
1462;CLI_0001462;Cliente_1462;2023-04-04;agressivo;institucional;RJ;Cidade_61;734.8651505220741;116717.64246071268;2024-08-31;presencial;ativo;18-25
1463;CLI_0001463;Cliente_1463;2020-07-13;conservador;institucional;SP;Cidade_62;17623.841789100316;257562.55413035164;2021-05-26;telefone;ativo;18-25
1464;CLI_0001464;Cliente_1464;2023-04-16;moderado;private;BA;Cidade_63;62875.54960594114;220253.55019215352;2021-06-05;app;ativo;18-25
1465;CLI_0001465;Cliente_1465;2024-12-29;agressivo;private;RS;Cidade_64;159818.16761653536;302818.1281211416;2022-05-31;telefone;inativo;18-25
1466;CLI_0001466;Cliente_1466;2020-03-29;arrojado;private;SC;Cidade_65;18752.21972805472;129452.33784450787;2023-07-14;presencial;ativo;18-25
1467;CLI_0001467;Cliente_1467;2024-11-19;arrojado;private;SP;Cidade_66;13766.949481529242;142993.5384787493;2024-12-18;presencial;inativo;18-25
1468;CLI_0001468;Cliente_1468;2022-01-13;moderado;varejo;SP;Cidade_67;109493.64258901648;548805.6577308426;2020-10-24;telefone;ativo;18-25
1469;CLI_0001469;Cliente_1469;2024-05-08;conservador;institucional;SP;Cidade_68;95697.99953706059;199491.30937195697;2021-09-16;web;inativo;18-25
1470;CLI_0001470;Cliente_1470;2023-11-29;conservador;private;BA;Cidade_69;19886.78437045822;275300.99132102804;2021-10-25;web;ativo;18-25
1471;CLI_0001471;Cliente_1471;2022-11-01;arrojado;varejo;MG;Cidade_70;3564.336827659903;218436.93990880664;2023-08-18;telefone;ativo;18-25
1472;CLI_0001472;Cliente_1472;2023-09-10;conservador;private;DF;Cidade_71;241349.73330011623;204600.10568588553;2024-06-06;presencial;ativo;18-25
1473;CLI_0001473;Cliente_1473;2024-05-23;agressivo;varejo;PR;Cidade_72;57081.88035213524;489619.65210105164;2020-12-01;app;ativo;18-25
1474;CLI_0001474;Cliente_1474;2022-01-07;agressivo;private;SC;Cidade_73;130578.28356774885;88162.23532656094;2023-07-27;presencial;ativo;18-25
1475;CLI_0001475;Cliente_1475;2021-08-20;arrojado;private;SP;Cidade_74;20917.97986696809;111615.01119727924;2024-07-18;web;inativo;18-25
1476;CLI_0001476;Cliente_1476;2023-05-04;agressivo;private;RS;Cidade_75;52161.540335270074;95526.661258023;2020-08-09;web;ativo;18-25
1477;CLI_0001477;Cliente_1477;2024-01-15;arrojado;varejo;RS;Cidade_76;56119.21540099167;289801.60255476634;2023-03-05;presencial;ativo;18-25
1478;CLI_0001478;Cliente_1478;2023-10-23;conservador;private;DF;Cidade_77;103141.20596637133;405627.4648092018;2021-01-04;web;inativo;18-25
1479;CLI_0001479;Cliente_1479;2023-12-27;conservador;varejo;RJ;Cidade_78;248508.53540717083;88478.43957685317;2022-03-16;telefone;inativo;18-25
1480;CLI_0001480;Cliente_1480;2022-03-06;conservador;varejo;MG;Cidade_79;5751.813116702148;30711.15412204423;2020-08-19;telefone;ativo;18-25
1481;CLI_0001481;Cliente_1481;2024-02-02;moderado;institucional;MG;Cidade_80;49863.766968508775;136285.86865590845;2023-06-02;web;ativo;18-25
1482;CLI_0001482;Cliente_1482;2020-08-07;arrojado;varejo;BA;Cidade_81;20506.79609696548;831182.896237034;2022-01-02;presencial;ativo;18-25
1483;CLI_0001483;Cliente_1483;2022-09-21;agressivo;varejo;RJ;Cidade_82;83474.9043668784;45551.27606836356;2022-11-01;telefone;ativo;18-25
1484;CLI_0001484;Cliente_1484;2020-01-11;conservador;varejo;SC;Cidade_83;70151.27440359643;120296.3407625062;2022-08-13;web;inativo;18-25
1485;CLI_0001485;Cliente_1485;2021-08-15;moderado;varejo;BA;Cidade_84;111521.83823124613;63322.45643135958;2023-06-21;web;ativo;18-25
1486;CLI_0001486;Cliente_1486;2021-10-31;agressivo;varejo;RJ;Cidade_85;21057.08308027234;511957.63730097655;2024-06-23;app;ativo;18-25
1487;CLI_0001487;Cliente_1487;2021-12-24;agressivo;institucional;PR;Cidade_86;10199.553344049807;160109.6475933405;2021-05-25;presencial;ativo;18-25
1488;CLI_0001488;Cliente_1488;2023-06-23;agressivo;private;MG;Cidade_87;1102.1422703110873;172903.12877008776;2022-12-22;web;ativo;18-25
1489;CLI_0001489;Cliente_1489;2021-12-10;conservador;institucional;SC;Cidade_88;14752.57021786759;1659.1119677276265;2022-11-13;telefone;ativo;18-25
1490;CLI_0001490;Cliente_1490;2022-03-30;agressivo;institucional;PR;Cidade_89;22877.79442188447;211559.1979732781;2021-07-29;web;ativo;18-25
1491;CLI_0001491;Cliente_1491;2021-03-09;arrojado;private;SC;Cidade_90;146000.6241484532;73158.25185651719;2022-07-01;presencial;ativo;18-25
1492;CLI_0001492;Cliente_1492;2021-11-12;moderado;varejo;BA;Cidade_91;33801.98103068006;144069.28739759917;2020-03-14;web;inativo;18-25
1493;CLI_0001493;Cliente_1493;2021-02-18;agressivo;private;RJ;Cidade_92;40646.054045887155;151459.23886948588;2022-02-18;telefone;ativo;18-25
1494;CLI_0001494;Cliente_1494;2020-05-13;agressivo;varejo;MG;Cidade_93;106066.85646813354;179407.7133537183;2021-05-08;telefone;ativo;18-25
1495;CLI_0001495;Cliente_1495;2023-01-06;arrojado;private;MG;Cidade_94;108171.3900448648;346931.5206935515;2024-04-26;web;ativo;18-25
1496;CLI_0001496;Cliente_1496;2023-05-05;agressivo;institucional;DF;Cidade_95;37529.89878717907;71030.83120728441;2021-10-15;app;ativo;18-25
1497;CLI_0001497;Cliente_1497;2023-02-05;conservador;varejo;SC;Cidade_96;6035.18664089395;59186.23638615526;2020-12-16;presencial;ativo;18-25
1498;CLI_0001498;Cliente_1498;2022-04-26;conservador;institucional;SC;Cidade_97;15770.90349204266;317739.74069763266;2022-08-25;telefone;ativo;18-25
1499;CLI_0001499;Cliente_1499;2021-11-24;conservador;varejo;SC;Cidade_98;30522.004353328168;253679.91658927684;2024-01-20;presencial;ativo;18-25
1500;CLI_0001500;Cliente_1500;2024-04-25;agressivo;private;SP;Cidade_99;69549.16589134566;51137.206554976154;2021-10-08;presencial;ativo;18-25
1501;CLI_0001501;Cliente_1501;2022-08-05;moderado;private;DF;Cidade_0;62184.518421506684;167.34126333783797;2024-03-26;telefone;ativo;18-25
1502;CLI_0001502;Cliente_1502;2022-05-24;moderado;private;BA;Cidade_1;51460.128145815695;219284.7277561237;2021-08-18;web;ativo;18-25
1503;CLI_0001503;Cliente_1503;2020-02-16;agressivo;private;SP;Cidade_2;106115.59822418452;34199.90517030872;2023-09-05;presencial;ativo;18-25
1504;CLI_0001504;Cliente_1504;2021-09-15;moderado;private;DF;Cidade_3;81137.91387148485;629293.7394955783;2020-07-29;web;ativo;18-25
1505;CLI_0001505;Cliente_1505;2021-11-25;moderado;institucional;SC;Cidade_4;201187.52293095557;185474.01808253187;2020-04-23;app;ativo;18-25
1506;CLI_0001506;Cliente_1506;2021-12-29;agressivo;institucional;SC;Cidade_5;109982.71074575195;378960.2969688771;2023-09-08;app;ativo;18-25
1507;CLI_0001507;Cliente_1507;2022-11-25;conservador;varejo;MG;Cidade_6;10886.438626453202;327589.61673592636;2021-11-03;presencial;ativo;18-25
1508;CLI_0001508;Cliente_1508;2022-09-01;agressivo;institucional;BA;Cidade_7;2967.152212665602;163197.57302213798;2021-12-18;telefone;ativo;18-25
1509;CLI_0001509;Cliente_1509;2023-01-15;conservador;varejo;BA;Cidade_8;26765.3893955621;115375.53389376379;2022-11-14;presencial;ativo;18-25
1510;CLI_0001510;Cliente_1510;2023-10-28;conservador;varejo;PR;Cidade_9;48051.913106323125;137352.88200788436;2024-12-07;web;inativo;18-25
1511;CLI_0001511;Cliente_1511;2024-01-24;moderado;institucional;RS;Cidade_10;51515.47271740815;324898.87936724216;2020-11-09;web;ativo;18-25
1512;CLI_0001512;Cliente_1512;2023-08-04;moderado;institucional;DF;Cidade_11;15565.468005537181;204580.79834713234;2021-07-01;presencial;ativo;18-25
1513;CLI_0001513;Cliente_1513;2024-10-10;conservador;varejo;RJ;Cidade_12;98263.1481847941;46063.13719074867;2023-03-30;presencial;ativo;18-25
1514;CLI_0001514;Cliente_1514;2020-02-03;conservador;institucional;RS;Cidade_13;19967.675872545424;187991.27322608314;2023-07-03;presencial;ativo;18-25
1515;CLI_0001515;Cliente_1515;2020-12-23;moderado;institucional;RS;Cidade_14;125736.10099179515;103726.73177001324;2023-07-13;app;inativo;18-25
1516;CLI_0001516;Cliente_1516;2020-01-14;arrojado;institucional;SC;Cidade_15;31895.21791558929;12651.336828989895;2022-12-23;telefone;ativo;18-25
1517;CLI_0001517;Cliente_1517;2023-03-28;conservador;private;MG;Cidade_16;522.251294842043;96016.99716280685;2022-12-10;web;ativo;18-25
1518;CLI_0001518;Cliente_1518;2024-06-27;conservador;private;PR;Cidade_17;8839.323854182072;51650.9421718951;2020-09-27;app;ativo;18-25
1519;CLI_0001519;Cliente_1519;2021-03-20;conservador;varejo;RJ;Cidade_18;5397.0396776194075;364754.7404720692;2024-03-04;app;ativo;18-25
1520;CLI_0001520;Cliente_1520;2024-08-19;moderado;institucional;SC;Cidade_19;2251.2174674750017;22186.191900742208;2020-01-17;presencial;ativo;18-25
1521;CLI_0001521;Cliente_1521;2020-04-20;agressivo;varejo;SC;Cidade_20;62591.19986520959;89452.34338946031;2022-02-01;web;ativo;18-25
1522;CLI_0001522;Cliente_1522;2024-09-02;conservador;institucional;RS;Cidade_21;10679.211445016366;237811.57164284127;2021-01-28;web;ativo;18-25
1523;CLI_0001523;Cliente_1523;2021-10-04;conservador;private;RS;Cidade_22;91199.60862955652;455367.71497740445;2020-07-09;web;ativo;18-25
1524;CLI_0001524;Cliente_1524;2020-07-04;conservador;institucional;BA;Cidade_23;15358.11794464907;81688.92149977085;2021-08-06;web;ativo;18-25
1525;CLI_0001525;Cliente_1525;2022-06-06;agressivo;institucional;MG;Cidade_24;1643.0584370959969;186503.5998364693;2023-04-15;presencial;ativo;18-25
1526;CLI_0001526;Cliente_1526;2021-04-13;agressivo;institucional;RS;Cidade_25;85927.86975690493;93569.0608435061;2022-06-26;app;ativo;18-25
1527;CLI_0001527;Cliente_1527;2021-06-04;conservador;private;RJ;Cidade_26;31381.630283173046;45350.29425287552;2024-05-14;app;ativo;18-25
1528;CLI_0001528;Cliente_1528;2021-07-15;conservador;private;SP;Cidade_27;45752.75481294255;78821.31255824908;2022-12-31;app;inativo;18-25
1529;CLI_0001529;Cliente_1529;2024-01-06;arrojado;private;SC;Cidade_28;20490.774513774646;202066.5330258641;2021-04-07;app;inativo;18-25
1530;CLI_0001530;Cliente_1530;2022-09-11;agressivo;varejo;SP;Cidade_29;2356.6976204521143;251995.32189940568;2022-07-29;web;ativo;18-25
1531;CLI_0001531;Cliente_1531;2021-07-22;arrojado;institucional;MG;Cidade_30;23115.829651108306;92599.44008856762;2021-02-19;web;ativo;18-25
1532;CLI_0001532;Cliente_1532;2023-01-19;conservador;private;SP;Cidade_31;36520.273536801404;33100.45131801132;2020-11-22;telefone;ativo;18-25
1533;CLI_0001533;Cliente_1533;2023-07-31;conservador;varejo;BA;Cidade_32;587.771431715648;30061.700307690207;2024-10-09;presencial;ativo;18-25
1534;CLI_0001534;Cliente_1534;2021-05-12;conservador;private;BA;Cidade_33;42699.84956750433;334917.0299611772;2022-05-04;web;ativo;18-25
1535;CLI_0001535;Cliente_1535;2022-01-25;conservador;institucional;RJ;Cidade_34;111766.02449943438;211843.81094039622;2023-04-04;web;inativo;18-25
1536;CLI_0001536;Cliente_1536;2020-08-10;moderado;varejo;PR;Cidade_35;12284.831185229257;260413.29575425474;2024-05-13;presencial;ativo;18-25
1537;CLI_0001537;Cliente_1537;2020-11-26;moderado;private;MG;Cidade_36;130706.9325474061;133985.45921236818;2021-08-11;presencial;ativo;18-25
1538;CLI_0001538;Cliente_1538;2023-05-28;moderado;private;MG;Cidade_37;5135.341923430644;122247.00954534857;2023-12-11;web;ativo;18-25
1539;CLI_0001539;Cliente_1539;2020-11-27;arrojado;varejo;SC;Cidade_38;87273.29243382867;47435.85133384144;2023-12-11;app;ativo;18-25
1540;CLI_0001540;Cliente_1540;2022-08-16;agressivo;varejo;SP;Cidade_39;91730.5380383953;36866.24373422931;2024-02-13;telefone;ativo;18-25
1541;CLI_0001541;Cliente_1541;2023-07-18;conservador;varejo;RS;Cidade_40;14904.122663253425;33426.69900328318;2020-12-11;telefone;ativo;18-25
1542;CLI_0001542;Cliente_1542;2020-07-14;agressivo;varejo;RS;Cidade_41;158318.21053798526;960447.5247633143;2024-10-24;presencial;ativo;18-25
1543;CLI_0001543;Cliente_1543;2022-11-01;moderado;varejo;PR;Cidade_42;26944.001865321705;343952.9647614593;2021-05-16;app;ativo;18-25
1544;CLI_0001544;Cliente_1544;2021-04-13;conservador;private;SC;Cidade_43;7614.2262111243235;196769.21691880506;2023-11-19;presencial;inativo;18-25
1545;CLI_0001545;Cliente_1545;2024-10-24;conservador;varejo;RS;Cidade_44;44789.423697647806;48262.50149641822;2020-10-23;telefone;ativo;18-25
1546;CLI_0001546;Cliente_1546;2022-06-01;arrojado;varejo;PR;Cidade_45;284415.6972601918;82394.89188131936;2024-08-14;telefone;ativo;18-25
1547;CLI_0001547;Cliente_1547;2024-01-11;agressivo;institucional;DF;Cidade_46;114776.27799162615;86398.48829980174;2022-02-20;app;ativo;18-25
1548;CLI_0001548;Cliente_1548;2022-10-01;arrojado;private;SC;Cidade_47;16328.271403139646;129892.44555326158;2023-05-05;telefone;ativo;18-25
1549;CLI_0001549;Cliente_1549;2020-03-20;moderado;institucional;DF;Cidade_48;43017.571024054974;109635.17282298676;2024-04-01;telefone;ativo;18-25
1550;CLI_0001550;Cliente_1550;2023-03-02;agressivo;private;RJ;Cidade_49;6129.157747708182;544084.8413311419;2021-05-30;app;ativo;18-25
1551;CLI_0001551;Cliente_1551;2024-10-03;moderado;private;MG;Cidade_50;30980.414632212738;255172.30335337482;2021-12-11;telefone;ativo;18-25
1552;CLI_0001552;Cliente_1552;2023-01-03;arrojado;private;SP;Cidade_51;37019.28456589444;16982.04315654615;2021-07-26;presencial;ativo;18-25
1553;CLI_0001553;Cliente_1553;2024-02-04;arrojado;varejo;RJ;Cidade_52;18937.13991039438;89243.92100236355;2021-05-31;presencial;ativo;18-25
1554;CLI_0001554;Cliente_1554;2024-06-02;conservador;institucional;BA;Cidade_53;33100.557153706875;28534.63997909341;2022-07-20;presencial;ativo;18-25
1555;CLI_0001555;Cliente_1555;2021-02-20;agressivo;private;BA;Cidade_54;126247.98336557683;65521.60341281944;2022-09-25;presencial;ativo;18-25
1556;CLI_0001556;Cliente_1556;2021-01-22;agressivo;private;BA;Cidade_55;34671.12464071738;638315.3874548516;2020-05-20;web;ativo;18-25
1557;CLI_0001557;Cliente_1557;2023-01-20;conservador;private;PR;Cidade_56;88889.9615891524;244334.7390825552;2023-05-14;telefone;ativo;18-25
1558;CLI_0001558;Cliente_1558;2022-01-20;agressivo;institucional;PR;Cidade_57;19091.611072922336;1576.637375618479;2022-02-05;telefone;ativo;18-25
1559;CLI_0001559;Cliente_1559;2024-03-13;moderado;private;SC;Cidade_58;177724.81037284833;79755.88914045197;2024-06-12;presencial;ativo;18-25
1560;CLI_0001560;Cliente_1560;2024-07-01;moderado;institucional;MG;Cidade_59;4906.1845403416555;115500.57034038093;2024-06-04;telefone;ativo;18-25
1561;CLI_0001561;Cliente_1561;2021-10-07;arrojado;institucional;BA;Cidade_60;44044.56828421809;184512.7879890399;2023-08-07;web;ativo;18-25
1562;CLI_0001562;Cliente_1562;2021-03-08;moderado;varejo;PR;Cidade_61;78005.67911136204;138520.27310267664;2024-04-08;web;ativo;18-25
1563;CLI_0001563;Cliente_1563;2023-11-26;agressivo;private;SC;Cidade_62;84111.44930288474;14465.273698812742;2024-08-11;web;inativo;18-25
1564;CLI_0001564;Cliente_1564;2021-05-16;conservador;private;PR;Cidade_63;11049.862238133866;144947.16540600965;2022-11-20;app;inativo;18-25
1565;CLI_0001565;Cliente_1565;2024-02-11;arrojado;institucional;RS;Cidade_64;25678.627044951907;27912.026040328314;2024-11-09;presencial;inativo;18-25
1566;CLI_0001566;Cliente_1566;2022-02-12;conservador;institucional;PR;Cidade_65;48934.40035101603;146460.68295077025;2024-10-10;telefone;ativo;18-25
1567;CLI_0001567;Cliente_1567;2023-05-03;arrojado;varejo;BA;Cidade_66;18981.294955958267;56490.781954482125;2020-07-19;web;ativo;18-25
1568;CLI_0001568;Cliente_1568;2020-06-23;arrojado;private;RJ;Cidade_67;53690.522913839755;31141.915306111834;2022-08-12;web;ativo;18-25
1569;CLI_0001569;Cliente_1569;2023-02-13;conservador;institucional;BA;Cidade_68;23803.553655615535;67913.82836667432;2020-07-28;telefone;ativo;18-25
